transition_type,counts
decreasing_decreasing,0.01536113936927772
decreasing_increasing,2.54323499491353e-05
decreasing_unchanging,0.0016276703967446592
increasing_decreasing,2.54323499491353e-05
increasing_increasing,0.10719735503560529
increasing_unchanging,0.0036113936927772124
unchanging_decreasing,0.0015513733468972533
unchanging_increasing,0.0033570701932858597
unchanging_unchanging,0.06724313326551373
